id,batch,resort_name,local_name,country,region,ski_area,inclusion_basis,road_head_hint,skiresort_url,notes_for_agent
46,FR3,Les Carroz,,FR,Haute-Savoie,Le Grand Massif,km≥60,,https://www.skiresort.com/en/ski-resort/le-grand-massif-flaine-les-carroz-morillon-samoens-sixt/,Les Carroz d'Arâches
47,FR3,Samoëns,,FR,Haute-Savoie,Le Grand Massif,km≥60,,https://www.skiresort.com/en/ski-resort/le-grand-massif-flaine-les-carroz-morillon-samoens-sixt/,Sixt-Fer-à-Cheval noted as village
48,FR3,Morillon,,FR,Haute-Savoie,Le Grand Massif,km≥60,,https://www.skiresort.com/en/ski-resort/le-grand-massif-flaine-les-carroz-morillon-samoens-sixt/,
49,FR3,Morzine,,FR,Haute-Savoie,Portes du Soleil,km≥60,,https://www.skiresort.com/en/ski-resort/les-portes-du-soleil-morzine-avoriaz-les-gets-chatel-morgins-champery/,
50,FR3,Avoriaz,,FR,Haute-Savoie,Portes du Soleil,km≥60,,https://www.skiresort.com/en/ski-resort/les-portes-du-soleil-morzine-avoriaz-les-gets-chatel-morgins-champery/,Car-free village; parking at entrance – check road head convention
51,FR3,Les Gets,,FR,Haute-Savoie,Portes du Soleil,km≥60,,https://www.skiresort.com/en/ski-resort/les-portes-du-soleil-morzine-avoriaz-les-gets-chatel-morgins-champery/,
52,FR3,Châtel,,FR,Haute-Savoie,Portes du Soleil,km≥60,,https://www.skiresort.com/en/ski-resort/les-portes-du-soleil-morzine-avoriaz-les-gets-chatel-morgins-champery/,La Chapelle-d'Abondance noted as village
53,FR3,Praz de Lys–Sommand,,FR,Haute-Savoie,Praz de Lys–Sommand,km≥60,,https://www.skiresort.com/en/ski-resort/praz-de-lys-sommand-taninges-mieussy/,
54,FR4,Serre Chevalier,,FR,Hautes-Alpes,Serre Chevalier Vallée,km≥60; alt 2800,,https://www.skiresort.com/en/ski-resort/serre-chevalier-briancon-chantemerle-villeneuve-la-salle-le-monetier-les-bains/,Briançon/Chantemerle/Villeneuve/Monêtier = one row
55,FR4,Montgenèvre,,FR,Hautes-Alpes,Via Lattea (Vialattea),km≥60,,https://www.skiresort.com/en/ski-resort/via-lattea-sestriere-sauze-doulx-san-sicario-claviere-montgenevre/,Local Montgenèvre pass vs Vialattea international
56,FR4,Vars,,FR,Hautes-Alpes,La Forêt Blanche (Vars–Risoul),km≥60; FWQ history,,https://www.skiresort.com/en/ski-resort/vars-risoul-la-foret-blanche/,Col de Vars usually open in winter (check)
57,FR4,Risoul,,FR,Hautes-Alpes,La Forêt Blanche (Vars–Risoul),km≥60,,https://www.skiresort.com/en/ski-resort/vars-risoul-la-foret-blanche/,
58,FR4,Les Orres,,FR,Hautes-Alpes,Les Orres,km≥60,,https://www.skiresort.com/en/ski-resort/les-orres/,
59,FR4,Orcières Merlette,,FR,Hautes-Alpes,Orcières Merlette 1850,km≥60,,https://www.skiresort.com/en/ski-resort/orcieres-merlette-1850/,
60,FR4,Puy-Saint-Vincent,,FR,Hautes-Alpes,Puy-Saint-Vincent,km≥60,,https://www.skiresort.com/en/ski-resort/puy-saint-vincent/,
61,FR4,Le Dévoluy,,FR,Hautes-Alpes,Le Dévoluy (Superdévoluy–La Joue du Loup),km≥60,,https://www.skiresort.com/en/ski-resort/devoluy-superdevoluy-la-joue-du-loup/,Two bases marketed as one destination
62,FR4,La Grave,,FR,Hautes-Alpes,La Grave–La Meije,alt 3550; world-class freeride (criterion 3/4),,https://www.skiresort.com/en/ski-resort/la-grave-la-meije/,Off-piste only; Col du Lautaret usually open (check)
63,FR4,Molines-en-Queyras–Saint-Véran,,FR,Hautes-Alpes,Queyras,alt 2800 (verify),,https://www.skiresort.com/en/ski-resort/molines-en-queyras-saint-veran/,Col Agnel/Izoard closed; access via Guillestre
64,FR4,Pra Loup,,FR,Alpes-de-Haute-Provence,Espace Lumière,km≥60,,https://www.skiresort.com/en/ski-resort/espace-lumiere-pra-loup-val-dallos/,
65,FR4,Val d'Allos–La Foux,,FR,Alpes-de-Haute-Provence,Espace Lumière,km≥60,,https://www.skiresort.com/en/ski-resort/espace-lumiere-pra-loup-val-dallos/,Col d'Allos closed in winter
66,FR4,Le Sauze–Super Sauze,,FR,Alpes-de-Haute-Provence,Le Sauze,km≥60 (65 km),,https://www.skiresort.com/en/ski-resort/super-sauze/,
67,FR4,Auron,,FR,Alpes-Maritimes,Auron (Stations du Mercantour),km≥60,,https://www.skiresort.com/en/ski-resort/auron-saint-etienne-de-tinee/,
68,FR4,Isola 2000,,FR,Alpes-Maritimes,Isola 2000 (Stations du Mercantour),km≥60,,https://www.skiresort.com/en/ski-resort/isola-2000/,Col de la Lombarde closed in winter
69,FR4,Valberg,,FR,Alpes-Maritimes,Valberg–Beuil,km≥60,,https://www.skiresort.com/en/ski-resort/valberg-beuil-les-launes/,
70,IT1,Sestriere,,IT,"Turin, Piedmont",Via Lattea (Vialattea),km≥60,,https://www.skiresort.com/en/ski-resort/via-lattea-sestriere-sauze-doulx-san-sicario-claviere-montgenevre/,Pragelato noted as linked village
71,IT1,Sauze d'Oulx,,IT,"Turin, Piedmont",Via Lattea (Vialattea),km≥60,,https://www.skiresort.com/en/ski-resort/via-lattea-sestriere-sauze-doulx-san-sicario-claviere-montgenevre/,
72,IT1,Cesana–Sansicario,,IT,"Turin, Piedmont",Via Lattea (Vialattea),km≥60,,https://www.skiresort.com/en/ski-resort/via-lattea-sestriere-sauze-doulx-san-sicario-claviere-montgenevre/,
73,IT1,Claviere,,IT,"Turin, Piedmont",Via Lattea (Vialattea),km≥60,,https://www.skiresort.com/en/ski-resort/via-lattea-sestriere-sauze-doulx-san-sicario-claviere-montgenevre/,
74,IT1,Bardonecchia,,IT,"Turin, Piedmont",Bardonecchia,km≥60; alt 2800,,https://www.skiresort.com/en/ski-resort/bardonecchia/,
75,IT1,Alagna Valsesia,,IT,"Vercelli, Piedmont",Monterosa Ski,km≥60; glacier (Indren); alt 3275; FWQ/freeride mecca,,https://www.skiresort.com/en/ski-resort/alagna-valsesia-gressoney-la-trinite-champoluc-frachey-monterosa-ski/,
76,IT1,Prato Nevoso – Mondolè Ski,,IT,"Cuneo, Piedmont",Mondolè Ski (Prato Nevoso–Artesina–Frabosa),km≥60 (105 km),,https://www.skiresort.com/en/ski-resort/mondole-ski-artesina-frabosa-soprana-prato-nevoso/,Ligurian Alps; one row for Mondolè
77,IT1,Macugnaga,,IT,"Verbano-Cusio-Ossola, Piedmont",Macugnaga (Monte Moro),alt 2900; glacier per skiresort.com (verify),,https://www.skiresort.com/en/ski-resort/macugnaga/,Check current lift operation
78,IT1,Cervinia,Breuil-Cervinia,IT,"Aosta, Valle d'Aosta",Matterhorn Ski Paradise (Zermatt–Cervinia–Valtournenche),km≥60; glacier (Plateau Rosa); alt 3480,,https://www.skiresort.com/en/ski-resort/zermatt-breuil-cervinia-valtournenche-matterhorn/,Valtournenche on same local pass; autumn glacier opening
79,IT1,Courmayeur,,IT,"Aosta, Valle d'Aosta",Courmayeur Mont Blanc,km≥60? (approx 100 km incl. skyway?) ; glacier (Vallée Blanche via Skyway); alt 3466,,https://www.skiresort.com/en/ski-resort/monte-bianco-courmayeur/,Skyway Monte Bianco separate ticket – note
80,IT1,La Thuile,,IT,"Aosta, Valle d'Aosta",Espace San Bernardo,km≥60,,https://www.skiresort.com/en/ski-resort/espace-san-bernardo-la-rosiere-la-thuile/,
81,IT1,Pila,,IT,"Aosta, Valle d'Aosta",Pila,km≥60,,https://www.skiresort.com/en/ski-resort/pila/,Gondola from Aosta town; road to Pila open
82,IT1,Gressoney-La-Trinité,,IT,"Aosta, Valle d'Aosta",Monterosa Ski,km≥60,,https://www.skiresort.com/en/ski-resort/alagna-valsesia-gressoney-la-trinite-champoluc-frachey-monterosa-ski/,
83,IT1,Champoluc,,IT,"Aosta, Valle d'Aosta",Monterosa Ski,km≥60,,https://www.skiresort.com/en/ski-resort/alagna-valsesia-gressoney-la-trinite-champoluc-frachey-monterosa-ski/,Ayas valley; Antagnod noted
84,IT1,Livigno,,IT,"Sondrio, Lombardy",Livigno,km≥60,,https://www.skiresort.com/en/ski-resort/livigno/,Access via Foscagno pass (open) from Bormio; Forcola di Livigno closed in winter; Munt la Schera tunnel (toll) from CH
85,IT1,Bormio,,IT,"Sondrio, Lombardy",Bormio (Cima Bianca),alt 3012,,https://www.skiresort.com/en/ski-resort/bormio-cima-bianca/,Stelvio pass closed in winter
86,IT1,Santa Caterina Valfurva,,IT,"Sondrio, Lombardy",Santa Caterina Valfurva,alt 2880,,https://www.skiresort.com/en/ski-resort/santa-caterina-valfurva/,Gavia closed in winter
87,IT1,Madesimo,,IT,"Sondrio, Lombardy",Valchiavenna (Madesimo–Campodolcino),alt 2948,,https://www.skiresort.com/en/ski-resort/valchiavenna-madesimo-campodolcino/,Splügen pass closed in winter
88,IT1,Passo dello Stelvio,,IT,"Sondrio, Lombardy",Passo dello Stelvio,glacier (summer/autumn only),,https://www.skiresort.com/en/ski-resort/passo-dello-stelvio-stelvio-pass/,Summer-only glacier ski area; pass road closed in winter – no winter operation
89,IT1,Ponte di Legno–Passo Tonale,,IT,"Brescia, Lombardy / Trento, Trentino",Pontedilegno-Tonale (Adamello Ski),km≥60; glacier (Presena); alt 3000,,https://www.skiresort.com/en/ski-resort/ponte-di-legno-tonale-presena-glacier-temu-pontedilegno-tonale/,Presena glacier early-season
90,IT2,Madonna di Campiglio,,IT,"Trento, Trentino-Alto Adige",Skiarea Campiglio Dolomiti di Brenta,km≥60,,https://www.skiresort.com/en/ski-resort/madonna-di-campiglio-pinzolo-folgarida-marilleva/,
91,IT2,Pinzolo,,IT,"Trento, Trentino-Alto Adige",Skiarea Campiglio Dolomiti di Brenta,km≥60,,https://www.skiresort.com/en/ski-resort/madonna-di-campiglio-pinzolo-folgarida-marilleva/,
92,IT2,Folgarida–Marilleva,,IT,"Trento, Trentino-Alto Adige",Skiarea Campiglio Dolomiti di Brenta,km≥60,,https://www.skiresort.com/en/ski-resort/madonna-di-campiglio-pinzolo-folgarida-marilleva/,Val di Sole bases
93,IT2,Val di Fassa,,IT,"Trento, Trentino-Alto Adige",Dolomiti Superski,km≥60 (Fassa–Carezza local pass),,,Canazei/Campitello/Alba/Pozza/Vigo/Moena = one row per brief
94,IT2,Alpe Lusia–San Pellegrino,,IT,"Trento, Trentino-Alto Adige / Belluno, Veneto",Dolomiti Superski (Tre Valli),km≥60 (Tre Valli ~100 km),,https://www.skiresort.com/en/ski-resort/passo-san-pellegrino-falcade/,Moena (Lusia) and Falcade/Passo San Pellegrino
95,IT2,Val di Fiemme–Obereggen,,IT,"Trento, Trentino-Alto Adige / Bolzano",Dolomiti Superski,km≥60 (Fiemme–Obereggen pass ~110 km),,,"Cavalese/Alpe Cermis, Predazzo/Latemar, Pampeago, Obereggen"
96,IT2,San Martino di Castrozza–Passo Rolle,,IT,"Trento, Trentino-Alto Adige",Dolomiti Superski,km≥60,,https://www.skiresort.com/en/ski-resort/san-martino-di-castrozza/,
97,IT2,Folgaria–Lavarone,,IT,"Trento, Trentino-Alto Adige",Alpe Cimbra,km≥60 (74 km),,https://www.skiresort.com/en/ski-resort/folgaria-fiorentini/,
98,IT2,Pejo,,IT,"Trento, Trentino-Alto Adige",Pejo 3000 (Val di Sole),alt 3000,,https://www.skiresort.com/en/ski-resort/pejo-3000/,
99,IT2,Val Gardena,Gröden,IT,"Bolzano, Trentino-Alto Adige",Dolomiti Superski,km≥60,,https://www.skiresort.com/en/ski-resort/val-gardena-groeden/,Ortisei/S. Cristina/Selva = one row
100,IT2,Alta Badia,,IT,"Bolzano, Trentino-Alto Adige",Dolomiti Superski,km≥60,,https://www.skiresort.com/en/ski-resort/alta-badia/,Corvara/Colfosco/La Villa/San Cassiano/Badia = one row
101,IT2,Kronplatz,Plan de Corones,IT,"Bolzano, Trentino-Alto Adige",Dolomiti Superski,km≥60,,https://www.skiresort.com/en/ski-resort/kronplatz-plan-de-corones/,Brunico/Valdaora/San Vigilio bases
102,IT2,3 Zinnen Dolomites,Tre Cime Dolomiti,IT,"Bolzano, Trentino-Alto Adige",Dolomiti Superski,km≥60,,https://www.skiresort.com/en/ski-resort/3-zinnen-dolomites-helm-stiergarten-rotwand-kreuzbergpass/,Sesto/San Candido/Dobbiaco
103,IT2,Alpe di Siusi,Seiser Alm,IT,"Bolzano, Trentino-Alto Adige",Dolomiti Superski,km≥60 (73 km local),,https://www.skiresort.com/en/ski-resort/alpe-di-siusi-seiser-alm/,Access road restrictions to Compatsch (permit/parking) – note
104,IT2,Plose,,IT,"Bolzano, Trentino-Alto Adige",Dolomiti Superski,listed in brief (Dolomiti Superski valley area); verify km,,https://www.skiresort.com/en/ski-resort/plose-brixen-bressanone/,Bressanone/Brixen
105,IT2,Val Senales,Schnalstal,IT,"Bolzano, Trentino-Alto Adige",Val Senales Glacier (Ortler Skiarena),glacier; alt 3212,,https://www.skiresort.com/en/ski-resort/val-senales-glacier-schnalstaler-gletscher/,Autumn glacier opening
106,IT2,Solda,Sulden,IT,"Bolzano, Trentino-Alto Adige",Sulden am Ortler (Ortler Skiarena),alt 3250,,https://www.skiresort.com/en/ski-resort/sulden-am-ortler-solda-allortles/,
107,IT2,Belpiano–Malga San Valentino,Schöneben–Haideralm,IT,"Bolzano, Trentino-Alto Adige",Schöneben–Haideralm (Resia / Reschenpass),km≥60 (65 km),,https://www.skiresort.com/en/ski-resort/belpiano-schoeneben-malga-san-valentino-haideralm/,
108,IT2,Cortina d'Ampezzo,,IT,"Belluno, Veneto",Dolomiti Superski,km≥60; alt 2828,,https://www.skiresort.com/en/ski-resort/cortina-dampezzo/,Tofana/Faloria/Cinque Torri/Lagazuoi
109,IT2,Arabba–Marmolada,,IT,"Belluno, Veneto",Dolomiti Superski,km≥60; glacier (Marmolada); alt 3269,,https://www.skiresort.com/en/ski-resort/arabba-marmolada/,
110,IT2,Civetta,,IT,"Belluno, Veneto",Dolomiti Superski,km≥60,,https://www.skiresort.com/en/ski-resort/civetta-alleghe-selva-di-cadore-palafavera-zoldo/,Alleghe/Selva di Cadore/Zoldo
111,AT1,St. Anton am Arlberg,,AT,Tyrol,Ski Arlberg,km≥60; alt 2811; world-class freeride,,https://www.skiresort.com/en/ski-resort/st-anton-st-christoph-stuben-lech-zuers-warth-schroecken-ski-arlberg/,St. Christoph and Stuben noted as villages
112,AT1,Lech–Zürs,,AT,Vorarlberg,Ski Arlberg,km≥60,,https://www.skiresort.com/en/ski-resort/st-anton-st-christoph-stuben-lech-zuers-warth-schroecken-ski-arlberg/,
113,AT1,Warth–Schröcken,,AT,Vorarlberg,Ski Arlberg,km≥60,,https://www.skiresort.com/en/ski-resort/st-anton-st-christoph-stuben-lech-zuers-warth-schroecken-ski-arlberg/,Hochtannberg pass road normally open; Warth–Lech road closed in winter
114,AT1,Ischgl,,AT,Tyrol,Silvretta Arena (Ischgl–Samnaun),km≥60; alt 2872,,https://www.skiresort.com/en/ski-resort/ischgl-samnaun-silvretta-arena/,Dynamic pricing? check
115,AT1,Kappl,,AT,Tyrol,Kappl (Paznaun),FWQ Open Faces 3* venue; Freeride Junior World Champs (criterion 3),,,
116,AT1,Galtür,,AT,Tyrol,Galtür Silvapark (Paznaun),ski-touring destination (Silvretta) (criterion 3),,,Silvretta Hochalpenstrasse closed in winter
117,AT1,Serfaus-Fiss-Ladis,,AT,Tyrol,Serfaus-Fiss-Ladis,km≥60; alt 2828,,https://www.skiresort.com/en/ski-resort/serfaus-fiss-ladis/,"Three villages, one row"
118,AT1,Nauders,,AT,Tyrol,Nauders am Reschenpass,km≥60,,https://www.skiresort.com/en/ski-resort/nauders-am-reschenpass-bergkastel/,Reschen pass open in winter
119,AT1,Sölden,,AT,Tyrol,Sölden,km≥60; glacier (Rettenbach/Tiefenbach); alt 3340,,https://www.skiresort.com/en/ski-resort/soelden/,Autumn glacier opening; Timmelsjoch closed
120,AT1,Obergurgl–Hochgurgl,,AT,Tyrol,Gurgl,km≥60; alt 3030; Open Faces FWQ,,https://www.skiresort.com/en/ski-resort/gurgl-obergurgl-hochgurgl/,
121,AT1,Vent,,AT,Tyrol,Vent (Ötztal),ski-touring hub (Wildspitze) (criterion 3),,,Tiny lift area; include for touring
122,AT1,Kühtai,,AT,Tyrol,Kühtai–Hochoetz,touring 4.0 anchor in brief; FWQ junior venue; km with Hochoetz pass,,,Highest village in Austria (2020 m)
123,AT1,Axamer Lizum,,AT,Tyrol,Axamer Lizum (Innsbruck),Open Faces FWQ venue (criterion 3),,,
124,AT1,Stubai Glacier,Stubaier Gletscher,AT,Tyrol,Stubai Glacier (Neustift),glacier; alt 3210,,https://www.skiresort.com/en/ski-resort/stubai-glacier-stubaier-gletscher/,
125,AT1,Kaunertal Glacier,Kaunertaler Gletscher,AT,Tyrol,Kaunertal Glacier (Feichten),glacier; alt 3113,,https://www.skiresort.com/en/ski-resort/kaunertal-glacier-kaunertaler-gletscher/,
126,AT1,Pitztal Glacier,Pitztaler Gletscher,AT,Tyrol,Pitztal Glacier & Rifflsee (St. Leonhard/Mandarfen),glacier; alt 3440,,https://www.skiresort.com/en/ski-resort/pitztal-glacier-pitztaler-gletscher/,Rifflsee on same pass
127,AT1,Schruns – Silvretta Montafon Hochjoch,,AT,Vorarlberg,Silvretta Montafon,km≥60,,https://www.skiresort.com/en/ski-resort/silvretta-montafon/,Hochjoch sector base
128,AT1,Gaschurn–St. Gallenkirch – Silvretta Montafon Nova,,AT,Vorarlberg,Silvretta Montafon,km≥60; Open Faces FWQ history,,https://www.skiresort.com/en/ski-resort/silvretta-montafon/,Nova sector
129,AT1,Gargellen,,AT,Vorarlberg,Gargellen (Montafon),freeride/touring destination (Madrisa) (criterion 3),,,
130,AT1,Damüls–Mellau,,AT,Vorarlberg,Damüls–Mellau (Bregenzerwald),km≥60 (76 km),,https://www.skiresort.com/en/ski-resort/espace-diamant-les-saisies-notre-dame-de-bellecombe-praz-sur-arly-flumet-crest-voland/,
131,AT1,Kleinwalsertal,,AT,Vorarlberg,"Oberstdorf–Kleinwalsertal (two-country pass, ~130 km)",km≥60 on standard two-country day pass,,https://www.skiresort.com/en/ski-resort/fellhorn-kanzelwand-oberstdorf-riezlern/,Riezlern/Hirschegg/Mittelberg; road access only via Oberstdorf (DE)
132,AT1,Garmisch-Partenkirchen,,DE,Bavaria,Zugspitze & Garmisch-Classic,glacier (Zugspitzplatt – verify still lift-served glacier) (criterion 2),,https://www.skiresort.com/en/ski-resort/garmisch-classic-garmisch-partenkirchen/,Two areas; Zugspitze day ticket vs Garmisch-Classic ticket – note
133,AT1,Oberstdorf,,DE,Bavaria,"Oberstdorf–Kleinwalsertal (two-country pass, ~130 km)","km≥60 on standard day pass (Nebelhorn, Fellhorn/Kanzelwand, Söllereck)",,https://www.skiresort.com/en/ski-resort/fellhorn-kanzelwand-oberstdorf-riezlern/,
