id,resort_name,local_name,country,region,ski_area,type,opening_2025_26_actual,opening_2026_27_published,opening_source_note,max_elevation_m,piste_km,piste_km_basis,ticket_price_min,ticket_price_max,currency,price_status,road_head,base_lat,base_lon,freeride_score_0_5,ski_touring_score_0_5,score_notes,webcam_url,webcam_http_status,comments,sources,confidence
181,Grimentz–Zinal,,CH,Valais,Val d'Anniviers,Non-glacier,2025-11-29,2026-11-21,Blick 26 Nov 2025 (lifts open 29–30 Nov); official RMGZ horaires 2026/27 (weekends from 21 Nov),2900,115,Grimentz–Zinal pass (skiresort 115 km),73,73,CHF,estimated_from_2025_26,,46.17511,7.57379,4.0,4.0,"Renowned Valais freeride area (Grimentz Lona/Orzival and Zinal Sorebois faces) with FWQ history; Zinal is a touring hub (Bishorn via Cabane de Tracuit, Imperial Crown huts).",https://www.valdanniviers.ch/en/Z21601/noswebcams-en,200,"2026/27 official: Bendolla and Sorebois weekends from 21 Nov 2026, daily 18 Dec 2026–11 Apr 2027 (skiresort lists 28 Nov, skiinfo 5 Dec). skiinfo listed planned 2025/26 weekend openings from 15 Nov 2025; first verified operation 29–30 Nov 2025. Prices: skiresort CHF 73 (2025/26), skiinfo CHF 72 (2024/25); official tariff page is script-rendered. Base = Grimentz–Bendolla gondola. From Italy via Simplon.",https://www.valdanniviers.ch/fr/Z15372/horaires-rmgz | https://www.valdanniviers.ch/fr/Z30511/domaine-rmgz | https://www.skiinfo.fr/valais/grimentz-zinal/forfaits-de-ski | https://www.skiresort.com/en/ski-resort/grimentz-zinal/ | https://www.blick.ch/fr/suisse/romande/ski-des-stations-romandes-ouvrent-des-ce-week-end/69hvzcj | https://www.skiresort.com/en/snow-reports/seasonstart/switzerland/,medium
182,Saint-Luc–Chandolin,,CH,Valais,Val d'Anniviers,Non-glacier,2025-11-29,2026-12-18,Blick 26 Nov 2025 ('should open Tsapé chair' 29–30 Nov); official horaires 2026/27 (daily from 18 Dec),2980,60,Saint-Luc–Chandolin pass (skiresort 60 km),66,66,CHF,estimated_from_2025_26,,46.2204,7.5982,3.0,3.5,"Limited but quiet off-piste around Bella Tola/Illhorn; good local touring (Bella Tola, Meidpass, Turtmanntal access) with less variety.",https://www.valdanniviers.ch/en/Z21601/noswebcams-en,200,"2026/27 official: weekends from mid-November if snow allows, full season 18 Dec 2026–11 Apr 2027 (skiresort lists 28 Nov 2026). 2025/26 date based on a conditional press statement. Base coordinates approximate: Saint-Luc funicular valley station (Route du Funiculaire). Official 'up to 3000 m'; skiresort 2980 m. From Italy via Simplon.",https://www.valdanniviers.ch/fr/Z15374/horaires-st-luc-chandolin | https://www.valdanniviers.ch/fr/Z32722/domaine-stluc-chandolin | https://www.skiinfo.fr/valais/st-luc-chandolin/forfaits-de-ski | https://www.skiresort.com/en/ski-resort/saint-luc-chandolin-anniviers/ | https://www.blick.ch/fr/suisse/romande/ski-des-stations-romandes-ouvrent-des-ce-week-end/69hvzcj | https://www.skiresort.com/en/snow-reports/seasonstart/switzerland/,medium
183,Aletsch Arena,,CH,Valais,Aletsch Arena (Riederalp/Bettmeralp/Fiesch-Eggishorn),Non-glacier,2025-11-29,2026-12-05,Walliser Zeitung 25 Nov 2025 (Fiescheralp lifts 29–30 Nov; official start 6 Dec); official season-times page 2026/27,2869,104,"Aletsch Arena pass (official 104 km, 35 lifts)",53,84,CHF,published_2026_27,Fiesch (Talstation Fiesch–Fiescheralp),46.406,8.13407,3.5,4.0,Eggishorn/Bettmerhorn off-piste routes above the Aletsch glacier; Fiescheralp is a classic start for Konkordiahütte/Aletsch glacier and Lötschenlücke tours.,https://www.aletscharena.ch/en/here-now/live/webcams,200,"Car-free plateau: road head chosen = Fiesch valley station (Betten Talstation and Mörel are alternatives, slightly closer to Brig). Dynamic pricing 2026/27: 1-day pass CHF 53–84 EXCLUDING the valley cable car (Fiesch–Fiescheralp or Betten–Bettmeralp ticket extra). Official 2026/27 season 5 Dec 2026–3 Apr 2027. Elevation 2869 m from skiresort. From Italy via Simplon–Brig; Nufenen and Furka passes closed in winter.",http://www.aletscharena.ch/en/planning-booking/travel-mobility/timetable-season-times | http://www.aletscharena.ch/en/planning-booking/offers-experiences/ski-pass | http://www.aletscharena.ch/en | https://walliser-zeitung.ch/frueher-saisonstart-auf-der-fiescheralp/ | https://www.nau.ch/news/schweiz/skistationen-zunden-jetzt-den-eroffnungs-turbo-67070027 | https://www.skiresort.com/en/ski-resort/aletsch-arena-riederalp-bettmeralp-fiesch-eggishorn/ | https://www.skiresort.com/en/snow-reports/seasonstart/switzerland/,medium
184,Grächen,,CH,Valais,Grächen,Non-glacier,2025-12-13,2026-12-12,Blick overview 26 Nov 2025 (planned 13 Dec 2025); skiinfo.de 2026/27 (12 Dec 2026–29 Mar 2027),2864,44,Grächen pass (skiresort 44 km),69,69,CHF,published_2026_27,,46.19665,7.84151,2.5,3.0,"Family-oriented on-piste resort with limited off-piste; modest local touring (Seetalhorn, Wannihorn) in the Mattertal.",https://graechen.ch/en/Info-service/Webcams,200,"Inclusion by altitude only (2864 m). 2025/26 date is the planned opening from a press list, not confirmed as actual. Prices from skiinfo (2026/27 day pass CHF 69); official shop is script-rendered; skiinfo Valais list also gives 12 Dec 2026. Base = Hannigalp gondola valley station. From Italy via Simplon–Visp–St. Niklaus.",https://graechen.ch/en | https://www.graechen.ch/en/Info-service/Lift-Info | https://www.skiinfo.de/wallis/graechen/skipaesse | https://www.skiresort.com/en/ski-resort/graechen/ | https://www.blick.ch/wirtschaft/blick-hat-die-grosse-uebersicht-wann-ist-der-saisonstart-der-schweizer-skigebiete-id21403396.html | https://www.skiinfo.fr/valais/dates-ouverture-stations,medium
185,Lauchernalp – Lötschental,,CH,Valais,Lauchernalp,Non-glacier,2025-12-13,2026-12-12,Blick/ulysse lists Nov 2025 (planned 13 Dec 2025); skiresort/bergfex 2026/27 season 12 Dec 2026,3100,40,Lauchernalp pass (bergfex/skiresort 40 km),70,70,CHF,estimated_from_2025_26,Wiler (Lötschen),46.4021,7.77843,4.0,4.0,"Cult freeride spot (Hockenhorngrat 3111 m descents, freeride events, 1700 m vertical); Lötschental touring classics (Lötschenlücke/Hollandiahütte, Hockenhorn, Petersgrat).",https://www.loetschental.ch/de/allgemein/webcams,200,"Car-free Lauchernalp reached by the Wiler–Lauchernalp cable car (road head Wiler). Dynamic ski-pass pricing (official tariff page); skiresort main-season CHF 70, bergfex n/a. 2025/26 date is the planned opening from press lists. From Italy via Simplon–Brig–Gampel–Lötschental.",https://www.loetschental.ch/?id=89 | https://www.loetschental.ch/de/info-service/tarife-lauchernalp-bergbahnen-179 | https://www.bergfex.com/lauchernalp/ | https://www.skiresort.com/en/ski-resort/lauchernalp-loetschental/ | https://www.blick.ch/wirtschaft/blick-hat-die-grosse-uebersicht-wann-ist-der-saisonstart-der-schweizer-skigebiete-id21403396.html | https://ulysse.com/news/saison-de-ski-suisse-dates-ouverture-stations | https://www.skiresort.com/en/snow-reports/seasonstart/switzerland/,medium
186,Belalp – Blatten,,CH,Valais,Belalp,Non-glacier,,2026-12-12,2025/26 first day not found; skiresort and skiinfo 2026/27 season start 12 Dec 2026,3118,38,Belalp pass (skiresort 38 km),74,74,CHF,estimated_from_2025_26,Blatten bei Naters,46.35892,7.98428,3.5,3.5,Hohstock (3118 m) and Sparrhorn off-piste with a local freeride reputation and long ungroomed runs; touring toward Oberaletschhütte/Aletsch glacier area.,https://www.belalp.ch/de/webcams,200,Car-free Belalp reached by cable car from Blatten bei Naters. Official belalp.ch shows no winter dates or prices yet (shop script-rendered); price CHF 74 = bergfex high season 2025/26. 2025/26 opening date not found in press lists (Blick overview did not list Belalp). From Italy via Simplon–Brig–Naters.,http://www.belalp.ch/de | https://www.bergfex.com/belalp/preise/ | https://www.skiresort.com/en/ski-resort/belalp-blatten/ | https://www.skiinfo.fr/valais/dates-ouverture-stations | https://www.skiresort.com/en/snow-reports/seasonstart/switzerland/ | https://www.blick.ch/wirtschaft/blick-hat-die-grosse-uebersicht-wann-ist-der-saisonstart-der-schweizer-skigebiete-id21403396.html,low
187,Arolla,,CH,Valais,Arolla (Val d'Hérens),Non-glacier,2025-11-22,2026-11-21,bergfex season 2025/26 (22.11.25–19.04.26); official Evolène Région page 2026/27 (weekends from 21 Nov),2877,27,Arolla lifts (skiresort 26.7 km); Espace Dent-Blanche >100 km,50,50,CHF,estimated_from_2025_26,,46.02606,7.48129,3.0,4.5,"Few lifts but wild off-piste; Arolla is a classic Haute Route stage with Pigne d'Arolla, Mont Blanc de Cheilon and Vignettes/Dix hut tours and a long guide tradition.",https://www.arolla.com/webcam/index.php,200,"Small lift area: 2026/27 weekends and holidays from 21 Nov 2026, season to 18 Apr 2027 (skiresort same). Espace Dent-Blanche pass links Arolla/Evolène/La Forclaz (>100 km, 1400–3000 m). bergfex shows only the CHF 50 pre/late-season 2025/26 price (skiresort also 50). Base = Arolla village lifts (drive-to). From Italy via Great St Bernard tunnel or Simplon (Sion–Val d'Hérens).",https://www.evolene-region.ch/fr/commerces-services/sommaire-portail-general-evo/mobilite-et-transports/sommaire-portail-general-evo/remontees-mecaniques-hiver/espace-dent-blanche-evolene-region | https://www.arolla.com/ | https://www.bergfex.com/arolla/preise/ | https://www.skiresort.com/en/ski-resort/arolla/ | https://www.skiresort.com/en/snow-reports/seasonstart/switzerland/ | https://www.skiinfo.fr/valais/dates-ouverture-stations,medium
188,Villars–Gryon,,CH,Vaud,Villars–Gryon–Les Diablerets (Alpes Vaudoises),Non-glacier,2025-11-29,2026-11-28,"20 Minuten 25 Nov 2025 (weekend opening 29 Nov, official 5 Dec 2025); skiresort 2026/27 season",2120,100,Villars–Gryon–Les Diablerets pass (official TVGD 100 km; skiresort 87),69,69,CHF,estimated_from_2025_26,,46.30402,7.05593,3.0,3.0,"Mainly on-piste family terrain with limited off-piste (Chaux Ronde, Meilleret); modest touring (Chamossaire, Diablerets foothills).",https://www.tvgd.ch/webcams/,200,"Dynamic pricing (TVGD: up to -50% online); skiresort main-season CHF 69; bergfex CHF 84 is likely the Alpes Vaudoises pass incl. Glacier 3000 (bergfex lists 1300–3000 m). 2025/26: five Bretaye pistes opened weekend 29–30 Nov 2025, full opening 5 Dec 2025. Col de la Croix (Villars–Les Diablerets road) closed in winter. Base = Villars Roc d'Orsay gondola. From Italy via Great St Bernard tunnel or Simplon.",https://www.tvgd.ch/ | https://www.tvgd.ch/tarifs/ | https://www.20min.ch/fr/story/vaud-villars-et-leysin-ouvrent-leurs-pistes-une-semaine-en-avance-103457221 | https://www.bergfex.com/villars/ | https://www.skiresort.com/en/ski-resort/villars-gryon-les-diablerets/ | https://www.skiresort.com/en/snow-reports/seasonstart/switzerland/ | https://www.blick.ch/fr/suisse/romande/ski-des-stations-romandes-ouvrent-des-ce-week-end/69hvzcj,medium
189,Les Diablerets – Glacier 3000,,CH,Vaud,"Villars–Gryon–Les Diablerets / Glacier 3000 (Alpes Vaudoises, Gstaad)",Glacier + non-glacier,2025-11-08,2026-11-07,24 Heures 23 Oct 2025 and Watson/Blick lists (8 Nov 2025); skiresort and official Magic Pass winter dates 2026/27,3016,28,Glacier 3000 pass (skiresort 28 km); Les Diablerets village on Villars pass,79,79,CHF,estimated_from_2025_26,,46.35415,7.20531,3.5,3.5,"Glacier freeride itineraries (Combe d'Audon/Black Wall, Martisberg) and a dedicated ski-tourer gondola; touring to Les Diablerets summit, Oldenhorn and Sanetsch.",https://www.glacier3000.ch/en/webcams/,200,Base = Col du Pillon cable car (drive-to; Col du Pillon kept open in winter). Glacier skiing typically early Nov to late Apr/May (skiresort 2026/27: 7 Nov 2026–30 Apr 2027; official ticketing lists Magic Pass winter 07.11.2026–30.04.2027). Les Diablerets village slopes (Meilleret) are on the Villars–Gryon–Les Diablerets pass (bergfex village season 5 Dec 2025). bergfex CHF 84 = Vaud Alps pass; skiresort Glacier 3000 CHF 79. From Italy via Great St Bernard tunnel or Simplon.,https://www.glacier3000.ch/en | https://www.glacier3000.ch/en/ticketing/ | https://www.24heures.ch/glacier-3000-la-saison-de-ski-ouvrira-le-8-novembre-109965196398 | https://www.watson.ch/schweiz/winter/423823282-skigebiete-schweiz-saisonstart-und-saisonende | https://www.skiresort.com/en/ski-resort/glacier-3000-les-diablerets/ | https://www.bergfex.com/les-diablerets/ | https://www.skiresort.com/en/snow-reports/seasonstart/switzerland/,medium
190,Leysin,,CH,Vaud,Leysin (Alpes Vaudoises),Non-glacier,2025-11-29,2026-11-28,20 Minuten 25 Nov 2025 (partial opening Sat 29 Nov); skiresort 2026/27 season,2198,60,Leysin pass (skiresort 60 km),68,68,CHF,estimated_from_2025_26,,46.34647,7.0173,3.5,3.0,"FWQ 2026 venue with Tour d'Aï/Chaux de Mont off-piste and a strong freestyle scene; touring limited to Tour d'Aï, Chaux de Mont and Pic Chaussy.",https://leysin.roundshot.com/,200,"Official teleleysin.ch unreachable during research (timeouts), so all key figures are from skiresort/press; webcam via Leysin roundshot (redirects to Tobogganing Park cam). Lift company Leysin–Les Mosses–La Lécherette (TLML). Base = Berneuse gondola (Leysin-Feydey). Col des Mosses open in winter. From Italy via Great St Bernard tunnel or Simplon.",https://www.skiresort.com/en/ski-resort/leysin/ | https://www.20min.ch/fr/story/vaud-villars-et-leysin-ouvrent-leurs-pistes-une-semaine-en-avance-103457221 | https://www.blick.ch/fr/suisse/romande/ski-des-stations-romandes-ouvrent-des-ce-week-end/69hvzcj | https://www.skiresort.com/en/snow-reports/seasonstart/switzerland/ | https://www.alpesvaudoises.ch/fr/Z90/leysin/destination-leysin,low
