id,resort_name,local_name,country,region,ski_area,type,opening_2025_26_actual,opening_2026_27_published,opening_source_note,max_elevation_m,piste_km,piste_km_basis,ticket_price_min,ticket_price_max,currency,price_status,road_head,base_lat,base_lon,freeride_score_0_5,ski_touring_score_0_5,score_notes,webcam_url,webcam_http_status,comments,sources,confidence
80,La Thuile,,IT,"Aosta, Valle d'Aosta",Espace San Bernardo,Non-glacier,2025-11-29,,dovesciare 24 Nov 2025 + lathuile.it news (partial opening); 2026/27 not published,2800,152,Espace San Bernardo international pass (official 152 km; skiresort 143),58,58,EUR,estimated_from_2025_26,,45.71143,6.94916,3.5,3.5,"Steep north-facing off-piste under Belvedere and Fourclaz, less known; touring around Piccolo San Bernardo and Rutor (Rifugio Deffeyes) classics.",https://www.lathuile.it/en/webcam,200,"Only the Espace San Bernardo pass is sold (valid also La Rosiere, FR): 2025/26 adult 1-day EUR 58 flat, promo EUR 39 in opening weeks; 2800 m = Mont Valaisan on La Rosiere side, La Thuile side tops at Belvedere 2641 m; Little St Bernard pass road closed in winter (link by lifts only); coordinates = Les Suches DMC base station; skiresort lists 2026/27 start 28 Nov 2026 (unconfirmed).",https://www.dovesciare.it/news/2025-11-24/la-thuile-apertura-confermata-il-29-novembre-2025 | https://www.dovesciare.it/prezzi/skipass-la-thuile | https://www.lathuile.it/it/info-skipass | https://aostasera.it/notizie/turismo/dove-sciare-in-valle-daosta-skipass-impianti-e-piste-2025-2026/ | https://www.skiresort.com/en/ski-resort/espace-san-bernardo-la-rosiere-la-thuile/ | https://www.lathuile.it/en/webcam,medium
81,Pila,,IT,"Aosta, Valle d'Aosta",Pila,Non-glacier,2025-12-05,,pila.it winter page + Scimagazine (5 Dec 2025); 2026/27 not published,2723,70,Pila local pass,58,58,EUR,estimated_from_2025_26,,45.68727,7.31082,3.0,3.0,"Couis 1 and Platta de Grevon off-piste bowls, limited extent; moderate touring on the Pila-Cogne ridge.",https://pila.it/en/real-time/webcams/,200,"2025/26 adult 1-day EUR 58 flat (dovesciare/skiresort); 2723 m = top station of the new Aosta-Pila-Couis gondola (Stella di Pila), skiresort says 2740; car can alternatively stop at the Aosta town gondola base (about 30 min to 2700 m); coordinates = Pila village car parks; season 5 Dec 2025-3 May 2026; skiresort lists 2026/27 start 5 Dec 2026 (unconfirmed).",https://pila.it/en/winter-season/ | https://www.scimagazine.it/pila-apre-la-stagione-invernale-2025-2026/ | https://www.dovesciare.it/prezzi/skipass-pila | https://aostasera.it/notizie/turismo/dove-sciare-in-valle-daosta-skipass-impianti-e-piste-2025-2026/ | https://www.skiresort.com/en/ski-resort/pila/ | https://pila.it/en/real-time/webcams/,medium
82,Gressoney-La-Trinité,,IT,"Aosta, Valle d'Aosta",Monterosa Ski,Glacier + non-glacier,2025-11-29,2026-11-28,aostasera 2025/26 round-up; monterosaski.eu 2026/27 schedule page,3275,132,Monterosa Ski 3-valley pass (skiresort.com 132 km),71,71,EUR,published_2026_27,,45.85973,7.81290,4.0,4.0,Shares the Indren/Salati freeride terrain with Alagna plus Punta Jolanda and Gabiet off-piste; touring to Monte Rosa 4000ers via Indren and the Gabiet valley.,https://monterosaski.eu/en/webcam,200,"Lifts start at Stafal (road end, 1825 m); Indren (3275 m, off-piste only) reached via Gabiet-Passo dei Salati; coordinates = Stafal hamlet/lift base. Dynamic pricing 2026/27: adult 1-day EUR 40-71 depending on date and advance purchase (peak dates at top of range), online EUR 5 cheaper than ticket office; Monterosa Ski 3-valley pass is the only pass sold for the linked area (Antagnod separate).",https://monterosaski.eu/en/schedules-monterosa-ski-area-19384 | https://monterosaski.eu/en/tariffazione-dinamica-monterosa-ski-19318 | https://monterosaski.eu/en/ | https://aostasera.it/notizie/turismo/dove-sciare-in-valle-daosta-skipass-impianti-e-piste-2025-2026/ | https://www.skiresort.com/en/ski-resort/alagna-valsesia-gressoney-la-trinite-champoluc-frachey-monterosa-ski/ | https://monterosaski.eu/en/webcam,medium
83,Champoluc,,IT,"Aosta, Valle d'Aosta",Monterosa Ski,Non-glacier,2025-11-29,2026-11-28,aostasera 2025/26 round-up; monterosaski.eu 2026/27 schedule page,3275,132,Monterosa Ski 3-valley pass (skiresort.com 132 km),71,71,EUR,published_2026_27,,45.83164,7.72600,3.5,3.5,"Gentler Ayas side with Bettaforca/Colle Sarezza off-piste; moderate touring (Palon di Resy, Testa Grigia) and access to the wider Monterosa scene.",https://monterosaski.eu/en/webcam,200,"Ayas sector tops at Colle Bettaforca 2727 m; 3275 m (Indren, off-piste glacier) is on the same pass two valleys away, hence Non-glacier here; Antagnod is a separate small area with its own pass; coordinates = Champoluc village (Champoluc-Crest gondola base). Dynamic pricing 2026/27: adult 1-day EUR 40-71 depending on date and advance purchase (peak dates at top of range), online EUR 5 cheaper than ticket office; Monterosa Ski 3-valley pass is the only pass sold for the linked area (Antagnod separate).",https://monterosaski.eu/en/schedules-monterosa-ski-area-19384 | https://monterosaski.eu/en/tariffazione-dinamica-monterosa-ski-19318 | https://monterosaski.eu/en/ | https://aostasera.it/notizie/turismo/dove-sciare-in-valle-daosta-skipass-impianti-e-piste-2025-2026/ | https://www.skiresort.com/en/ski-resort/alagna-valsesia-gressoney-la-trinite-champoluc-frachey-monterosa-ski/ | https://monterosaski.eu/en/webcam,medium
84,Livigno,,IT,"Sondrio, Lombardy",Livigno,Non-glacier,2025-11-29,2026-11-28,livigno.eu 2025/26 news + calendariovaltellinese; livigno.eu skiarea-opening event page 2026/27,2798,115,Livigno local pass (Mottolino + Carosello 3000),72,72,EUR,estimated_from_2025_26,,46.53817,10.13599,3.5,3.5,Wide open freeride bowls off Mottolino and Carosello 3000 with marked freeride zones; local touring in Val Federia/Val Nera with moderate variety.,https://www.livigno.eu/en/webcam,200,"2025/26 adult 1-day full price EUR 72 (dovesciare; skiresort 72); 2026/27 winter rates not yet on skipasslivigno.com; access from Milan via Bormio and Passo Foscagno (2291 m, open all winter, winter tyres/chains compulsory 15 Oct-30 Apr), Forcola di Livigno closed in winter, alternative via Switzerland through Munt la Schera toll tunnel; duty-free zone; Milano Cortina 2026 snowboard/freestyle venue; coordinates = village centre (Carosello 3000 gondola).",https://www.livigno.eu/en/news/the-2025-2026-season-is-about-to-begin-heres-everything-you-need-to-know | https://www.livigno.eu/en/events/skiarea-opening | https://www.dovesciare.it/prezzi/skipass-livigno | https://www.calendariovaltellinese.com/blog/aperture-impianti-sciistici-in-provincia-di-sondrio-per-la-stagione-2025-2026 | https://www.skiresort.com/en/ski-resort/livigno/ | https://www.livigno.eu/en/webcam,medium
85,Bormio,,IT,"Sondrio, Lombardy",Bormio (Cima Bianca),Non-glacier,2025-12-05,2026-12-04,calendariovaltellinese official 2025/26 round-up; bormioskipass.eu 2026/27 dates and prices,3012,50,Bormio local pass (Bormio 2000/3000),65,65,EUR,published_2026_27,,46.46418,10.37237,3.0,3.5,Steep Stelvio World Cup piste terrain but limited off-piste; touring access to the Ortles-Cevedale group via Valfurva and Stelvio National Park.,https://www.bormio.eu/it/live-info/webcams,200,"2026/27 official list: high EUR 65 (26 Dec-8 Jan, 30 Jan-27 Mar), low EUR 59, promo EUR 40 until 18 Dec; multi-day passes dynamic with online discounts up to 25%; 2025/26 high was EUR 63; Stelvio and Gavia passes closed in winter (access from Milan via SS38 Valtellina); Milano Cortina 2026 alpine venue; coordinates = Bormio gondola base (Via Funivia); lift-company webcam page https://www.bormioski.eu/en/webcam/ also HTTP 200.",https://www.bormioskipass.eu/en/ski-pass/bormio/prices/ | https://www.bormioskipass.eu/en/ | https://www.bormioski.eu/en/ | https://www.calendariovaltellinese.com/blog/aperture-impianti-sciistici-in-provincia-di-sondrio-per-la-stagione-2025-2026 | https://www.dovesciare.it/prezzi/skipass-bormio | https://www.skiresort.com/en/ski-resort/bormio-cima-bianca/ | https://www.bormio.eu/it/live-info/webcams,high
86,Santa Caterina Valfurva,,IT,"Sondrio, Lombardy",Santa Caterina Valfurva,Non-glacier,2025-12-05,2026-12-04,calendariovaltellinese official 2025/26 round-up; santacaterinaimpianti.it + bormioskipass.eu 2026/27,2880,35,Santa Caterina local pass (official 35 km; skiresort 20.5),65,65,EUR,published_2026_27,,46.41215,10.49520,3.0,4.0,"Limited off-piste on the Vallecetta/Sobretta slopes; major ski-touring gateway to Forni-Cevedale-San Matteo (Rifugi Pizzini, Branca) and Gavia tours.",https://www.santacaterinaimpianti.it/en/webcam/,200,"2026/27 tiers identical to Bormio (high EUR 65, low 59, promo 40); 2025/26 high was EUR 63; Gavia pass closed in winter, access via Bormio; Alta Valtellina pass also covers Bormio; km: official 35 vs skiresort 20.5; coordinates = village (gondola base).",https://www.santacaterinaimpianti.it/en/skipass-new/ | https://www.bormioskipass.eu/en/ski-pass/bormio/prices/ | https://www.calendariovaltellinese.com/blog/aperture-impianti-sciistici-in-provincia-di-sondrio-per-la-stagione-2025-2026 | https://www.dovesciare.it/prezzi/skipass-santa-caterina-valfurva | https://www.skiresort.com/en/ski-resort/santa-caterina-valfurva/ | https://www.santacaterinaimpianti.it/en/webcam/,medium
87,Madesimo,,IT,"Sondrio, Lombardy",Valchiavenna (Madesimo–Campodolcino),Non-glacier,2025-11-28,2026-11-27,skiareavalchiavenna.it opening news 2025; official 2026/27 price page (season 27 Nov 2026-4 Apr 2027),2948,40,Skiarea Valchiavenna pass (official 40 km; skiresort 36),59,59,EUR,published_2026_27,,46.43353,9.35748,3.5,3.5,Canalone and Pizzo Groppera north-face off-piste are well known regionally; touring in the Val di Lei/Spluga area and Pizzo Stella.,https://www.skiareavalchiavenna.it/en/webcam-en-2/,200,"2026/27 official: high EUR 59 (5-8 Dec, 25 Dec-6 Jan, 30 Jan-14 Mar), low EUR 56 (7-29 Jan, 15 Mar-4 Apr), pre-season EUR 41; Spluga/Splugen pass closed in winter, access from Milan via Chiavenna SS36; coordinates = Madesimo gondola base station (Larici).",https://www.skiareavalchiavenna.it/en/prices/ | https://www.skiareavalchiavenna.it/apertura-della-stagione-invernale-2025-2026/ | https://www.calendariovaltellinese.com/blog/aperture-impianti-sciistici-in-provincia-di-sondrio-per-la-stagione-2025-2026 | https://www.skiresort.com/en/ski-resort/valchiavenna-madesimo-campodolcino/ | https://www.skiareavalchiavenna.it/en/webcam-en-2/,medium
88,Passo dello Stelvio,,IT,"Sondrio, Lombardy",Passo dello Stelvio,Glacier,,,summer/autumn-only glacier: 2026 season 30 May-1 Nov 2026 (SIFAS/Pirovano); no winter dates,3450,9,Stelvio summer glacier pass (skiresort 9 km; press about 20),61,61,EUR,,,46.52862,10.45321,2.5,3.0,Summer training glacier with on-piste focus and little off-piste; spring ski touring on Ortler/Monte Cristallo/Geister from the pass once the road opens (late May).,https://passostelvio.eu/webcam/,200,"No winter operation: lifts run 30 May-1 Nov 2026 only (SS38 Stelvio pass road closed in winter, typically Nov-May); price = adult 1-day summer 2026 EUR 61 (Pirovano/SIFAS), so price_status left blank; base coordinates = pass summit car parks (2758 m); top Monte Cristallo 3450 m; only relevant to a winter 2026/27 dataset for October skiing.",https://passostelvio.eu/ | https://pirovano.it/en/skiarea/skipass-prices/ | https://www.dovesciare.it/news/2026-05-27/stelvio-inzia-la-stagione-dello-sci-estivo-pista-dal-30-maggio-al-1-novembre-2026 | https://www.skimania.it/lo-stelvio-riapre-il-30-maggio-prezzi-e-orari-dello-sci-estivo-2026-sul-ghiacciaio/ | https://www.skiresort.com/en/ski-resort/passo-dello-stelvio-stelvio-pass/ | https://passostelvio.eu/webcam/,medium
89,Ponte di Legno–Passo Tonale,,IT,"Brescia, Lombardy / Trento, Trentino",Pontedilegno-Tonale (Adamello Ski),Glacier,2025-11-22,2026-12-04,dovesciare/il Dolomiti Nov 2025 (Presena opening); official 2026/27 skipass calendar starts 4 Dec 2026,3000,100,Pontedilegno-Tonale (Adamello Ski) full pass,70,70,EUR,published_2026_27,,46.25801,10.58185,3.5,4.0,"Presena glacier and Paradiso off-piste plus Tonale freeride zones; classic Adamello-Presanella ski tours (Pian di Neve, Rifugio Mandrone) start from the pass.",https://www.pontedilegnotonale.com/it/info-vacanza/webcam-pontedilegno-tonale/,200,"2026/27 official 1-day adult: EUR 70 (26 Dec-10 Jan and 6-28 Feb), EUR 66 (5-8 Dec, 19-25 Dec), EUR 62 (9-18 Dec), EUR 52-54 season start/end; Smart Skipass online dynamic discounts up to 25%; season 4 Dec 2026-2 May 2027 but Presena glacier usually opens earlier (22 Nov 2025; skiresort lists 21 Nov 2026); Passo Tonale road SS42 open all winter from Ponte di Legno; official site quotes 3016 m top, skiresort/press 3000 m; typed Glacier per brief example although most of the 100 km is non-glacier; coordinates = Passo del Tonale.",https://www.pontedilegnotonale.com/en/ski-pass-and-ski-lifts/pontedilegno-tonale-ski-passes/ | https://www.dovesciare.it/news/2025-11-19/pontedilegno-tonale-il-22-novembre-2025-apre-il-ghiacciaio-presena | https://www.ildolomiti.it/montagna/2025/sci-apre-il-ghiacciaio-presena-dopo-la-perturbazione-30-centimetri-di-neve-in-azione-i-cannoni-skipass-giornaliero-a-43-euro | https://www.pontedilegnotonale.com/en/ | https://www.skiresort.com/en/ski-resort/ponte-di-legno-tonale-presena-glacier-temu-pontedilegno-tonale/ | https://www.pontedilegnotonale.com/it/info-vacanza/webcam-pontedilegno-tonale/,medium
