id,resort_name,local_name,country,region,ski_area,type,opening_2025_26_actual,opening_2026_27_published,opening_source_note,max_elevation_m,piste_km,piste_km_basis,ticket_price_min,ticket_price_max,currency,price_status,road_head,base_lat,base_lon,freeride_score_0_5,ski_touring_score_0_5,score_notes,webcam_url,webcam_http_status,comments,sources,confidence
121,Vent,,AT,Tyrol,Vent (Ötztal),Non-glacier,2025-12-19,2026-12-19,oetztal.com Vent page (operating period 19.12.2025-10.04.2026); 2026/27 bergfex+skiresort season field (skiinfo says 18 Dec),2646,15,Vent local pass (4 lifts),51,51,EUR,estimated_from_2025_26,,46.8602,10.915,3.0,4.5,"Tiny lift area (4 lifts) but Austria's classic high-alpine touring base: Venter Skirunde multi-day hut tour, Wildspitze, Similaun, Weisskugel, local guide office.",https://www.bergfex.com/vent/webcams/,200,Included for ski touring (criterion 3). Single fixed 1-day price 51 EUR (2025/26). Road Soelden-Vent open in winter (temporary avalanche closures possible); Timmelsjoch closed. Elevation from skiresort.com. Base = Wildspitze double chair valley station in Vent (OSM).,https://www.oetztal.com/en/activities/winter/skiing-snowboarding/vent-ski-area/skipass-prices | https://www.skiresort.com/en/ski-resort/vent/ | https://www.bergfex.com/vent/ | https://www.skiinfo.de/tirol/saisoneroeffnung-skigebiete,medium
122,Kühtai,,AT,Tyrol,Kühtai–Hochoetz,Non-glacier,2025-11-28,2026-11-27,"2025/26 = start of official price periods on bergfex (planned, actual not verified); 2026/27 official kuehtai.info",2520,51,Kuehtai 1-day pass (Kuehtai only; Hochoetz included from 2-day passes),66.5,66.5,EUR,published_2026_27,,47.21172,11.0107,3.5,4.0,"Freeride Junior/FWQ venue with good high off-piste but small area; rubric anchor 4.0 for touring (Sellrain/Stubai Alps classics: Sulzkogel, Zwoelferkogel, Pirchkogel from the village).",https://www.kuehtai.info/winter/webcams-wetter/,200,"Fixed season pricing 2026/27: peak (19.12-6.1, 30.1-26.2) 66.50, regular 63, low 50.50; 1-day ticket is Kuehtai-only, Kuehtai-Hochoetz (>90 km) only from 2-day passes. Austria's highest village (2020 m); Kuehtai saddle road from Oetz/Sellrain open in winter. skiresort.com measures 49.8 km. skiinfo lists 28 Nov 2026 vs official 27 Nov.",https://www.kuehtai.info/ | https://www.kuehtai.info/winter/skipass-preise/ | https://www.bergfex.com/kuehtai/preise/ | https://www.skiresort.com/en/ski-resort/kuehtai/ | https://skinachrichten.de/saisonstart-alle-infos-zu-den-saisonzeiten-der-skigebiete/,medium
123,Axamer Lizum,,AT,Tyrol,Axamer Lizum (Innsbruck),Non-glacier,2025-11-21,,"2025/26 = start of official 2025/26 price periods (bergfex; planned, actual not verified); 2026/27 conflicting, see comments",2340,40,Axamer Lizum 1-day pass,63,63,EUR,estimated_from_2025_26,,47.19537,11.3021,4.0,3.5,"Open Faces FWQ venue and Innsbruck's freeride hotspot (steep Hoadl/Pleisen/Birgitzkoepfl faces, Kalkkoegel backdrop); touring in Kalkkoegel/Stubai Alps decent but limited variety.",https://www.axamer-lizum.at/webcams,200,"2026/27 opening not clearly published: official site lists Hoadl-Haus winter opening 20 Nov and Ski Opening event 27 Nov 2026; skinachrichten.de says 21 Nov 2026, skiinfo.de 21 Dec 2026. 2025/26 fixed prices: high season (20.12.25-22.03.26) 63, pre/late 56.50; 2026/27 winter tariffs not yet online. Base = Hoadlbahn valley station car park (1560 m).",https://www.axamer-lizum.at/ | https://www.axamer-lizum.at/tarife | https://www.bergfex.com/axamer-lizum/preise/ | https://www.skiresort.com/en/ski-resort/axamer-lizum/ | https://skinachrichten.de/saisonstart-alle-infos-zu-den-saisonzeiten-der-skigebiete/ | https://www.skiinfo.de/tirol/saisoneroeffnung-skigebiete,medium
124,Stubai Glacier,Stubaier Gletscher,AT,Tyrol,Stubai Glacier (Neustift),Glacier,,2026-10-09,Official stubaier-gletscher.com: 2026/27 start planned 9 Oct 2026; 2025 actual day not verified (see comments),3210,65,Stubai Glacier 1-day pass (65 km pistes + 30.6 km ski routes),75.5,75.5,EUR,published_2026_27,,47.01334,11.16261,3.5,3.5,"Powder Department with 9 marked freeride runs and Wilde Grub'n route, but mostly moderate glacier terrain; rubric anchor 3.5 touring (Stubai Alps huts, Wilder Pfaff/Zuckerhuetl).",https://www.bergfex.com/stubaier-gletscher/webcams/,200,"2025/26 opening: preview articles gave planned 3 Oct 2025 while a skiinfo article suggests an earlier mid-September start; not verified, left blank. 2026/27 fixed prices per bergfex: high season 24.10.26-16.04.27 75.50, autumn 09.10-23.10.26 and spring 64.20. Base = Eisgratbahn valley station Mutterberg (1750 m), end of Stubai valley road (open in winter). Official webcam page returned 404, bergfex used.",https://www.stubaier-gletscher.com/en/ | https://www.stubaier-gletscher.com/de/ | https://www.bergfex.com/stubaier-gletscher/preise/ | https://www.skiresort.com/en/ski-resort/stubai-glacier-stubaier-gletscher/ | https://www.das-wintersport-magazin.de/artikel/ab-auf-die-piste-alles-uber-den-start-der-wintersaison-202526.html | https://www.skiinfo.de/news/auftakt-in-den-winter-gletscherskigebiete-in-tirol/,medium
125,Kaunertal Glacier,Kaunertaler Gletscher,AT,Tyrol,Kaunertal Glacier (Feichten),Glacier,,,"Official site: 26 Sep 2026 start cancelled (warm weather), new date pending; 2025 actual day not found",3108,55,Kaunertal Glacier + Winterberg Fendels 1-day pass,75,75,EUR,estimated_from_2025_26,,46.86382,10.71354,3.5,3.5,"36 km of marked ski routes/freeride variants and the Black Ibex steep run, quiet glacier with limited size; classic tours (Glockturm, Weissseespitze) but limited variety.",https://www.kaunertaler-gletscher.at/en/webcam.html,200,"2026/27: planned 26 Sep 2026 opening postponed on official site (skiinfo.de shows 2 Oct 2026, unconfirmed). 2025/26: open by early Oct 2025 (skiinfo), exact first day not verified. Price 75 = 2025/26 cash-desk day ticket (up to 30% off online). Base = car park at Gletscherrestaurant/Weissseeferner (2750 m) at the top of the toll Kaunertal Glacier Road (open in winter); Feichten village is 25 km down-valley. Elevation 3108 official (skiresort 3113).",https://www.kaunertaler-gletscher.at/en/ | https://www.kaunertaler-gletscher.at/de/ | https://www.bergfex.com/kaunertal/preise/ | https://www.skiresort.com/en/ski-resort/kaunertal-glacier-kaunertaler-gletscher/ | https://www.skiinfo.de/news/auftakt-in-den-winter-gletscherskigebiete-in-tirol/ | https://www.skiinfo.de/tirol/saisoneroeffnung-skigebiete,low
126,Pitztal Glacier,Pitztaler Gletscher,AT,Tyrol,Pitztal Glacier & Rifflsee (St. Leonhard/Mandarfen),Glacier,,2026-09-26,"Official status page: skiing from Sat 26 Sep 2026; 2025 opening 'late September' (skiinfo), exact day not verified",3440,67,Pitztal Glacier + Rifflsee combined pass (41 + 26 km),75,77,EUR,estimated_from_2025_26,,46.95825,10.87147,3.5,3.5,"30 km of marked ski routes and high glacier faces, no major event history; classic Wildspitze tours via Taschachhaus from Mittelberg but limited variety (rubric: most Austrian glaciers 3.5).",https://www.pitztaler-gletscher.at/en/webcam.html,200,"2025/26 day ticket conflicting: 75 (skiinfo Oct 2025, cash desk) vs 77 (skiresort.com); online up to 30% cheaper. 2026/27 prices only in web shop. Base = Gletscherexpress funicular valley station, Mittelberg (1740 m), end of Pitztal road (open in winter). Elevation 3440 = Wildspitzbahn top station.",https://www.pitztaler-gletscher.at/en/ | https://www.pitztaler-gletscher.at/en/status | https://www.skiresort.com/en/ski-resort/pitztal-glacier-pitztaler-gletscher/ | https://www.skiinfo.de/news/auftakt-in-den-winter-gletscherskigebiete-in-tirol/ | https://skinachrichten.de/saisonstart-alle-infos-zu-den-saisonzeiten-der-skigebiete/,medium
127,Schruns – Silvretta Montafon Hochjoch,,AT,Vorarlberg,Silvretta Montafon,Non-glacier,,2026-11-27,"Official opening-times page: winter season from 27 Nov 2026 (Zamang Bahn Schruns 27-29 Nov weekend, daily from 4 Dec); 2025/26 not found",2430,142,Silvretta Montafon day pass (Hochjoch + Nova linked); skiresort 141.6 km,77,77,EUR,estimated_from_2025_26,,47.07972,9.92355,3.5,3.5,"Hochjoch sector is the gentler half of Silvretta Montafon (family/on-piste), some off-piste bowls; touring in Verwall/Raetikon moderate.",https://www.silvretta-montafon.at/en/webcams,200,"Dynamic pricing (season phase, weekday, demand, booking time); 77 = skiresort.com listed 2025/26 day ticket, peak online price may differ; 2026/27 prices only in web shop. Hochjoch Bahn itself runs 19 Dec-4 Apr; early season via Zamang Bahn. 2025/26 actual opening not found. Base = Hochjochbahn valley station, Schruns. skiinfo lists 21 Nov 2026 vs official 27 Nov.",https://www.silvretta-montafon.at/en/info-service/opening-times | https://www.silvretta-montafon.at/en/tickets-prices/winter/day-multi-day-tickets | https://www.skiresort.com/en/ski-resort/silvretta-montafon/ | https://www.vorarlberg.travel/aktivitaet/betriebszeiten-skigebiete/ | https://skinachrichten.de/saisonstart-alle-infos-zu-den-saisonzeiten-der-skigebiete/,medium
128,Gaschurn–St. Gallenkirch – Silvretta Montafon Nova,,AT,Vorarlberg,Silvretta Montafon,Non-glacier,,2026-11-28,Official opening-times page: Valisera Bahn (Nova) daily from 28 Nov 2026 (season officially from 27 Nov); 2025/26 not found,2430,142,Silvretta Montafon day pass (Hochjoch + Nova linked); skiresort 141.6 km,77,77,EUR,estimated_from_2025_26,,47.02214,9.96461,4.0,3.5,Nova sector hosted Open Faces FWQ events and has the steep Hochalpila/Nova Stoba freeride terrain and strong local freeride scene; touring moderate (Verwall/Silvretta access via Bielerhoehe closed).,https://www.silvretta-montafon.at/en/webcams,200,"Same lift company and day pass as row 127 (dynamic pricing; 77 = skiresort.com 2025/26 listing). Base = Valisera Bahn valley station, St. Gallenkirch (alternative Versettla Bahn, Gaschurn 46.98501/10.02554). Silvretta-Hochalpenstrasse closed in winter. 2025/26 actual opening not found.",https://www.silvretta-montafon.at/en/info-service/opening-times | https://www.silvretta-montafon.at/en/tickets-prices/winter/day-multi-day-tickets | https://www.skiresort.com/en/ski-resort/silvretta-montafon/ | https://www.vorarlberg.travel/aktivitaet/betriebszeiten-skigebiete/,medium
129,Gargellen,,AT,Vorarlberg,Gargellen (Montafon),Non-glacier,,2026-11-27,Official Gargellen opening-times page (Bergbahn 27 Nov 2026-11 Apr 2027); 2025/26 not found,2300,29,Gargellner Bergbahnen 1-day pass (Gargellen only); skiresort 29.3 km,,,EUR,estimated_from_2025_26,,46.96827,9.91887,4.0,4.0,"Renowned freeride/touring village: Nidla freeride run, Madrisa terrain, venue of 2027 FIS Freestyle/Freeski Worlds events; Madrisa-Rundtour (border tour to Klosters) and Raetikon day tours with local guides.",https://www.montafon.at/gargellen/de/besuch-planen/webcam,200,"Dynamic pricing, regular 1-day price not published (web shop only); static 2026/27 group rate (21-40 pax) 63.10 gives a lower bound. Multi-day WildPass Montafon covers Silvretta Montafon, Golm etc. 2025/26 actual opening not found. Base = Schafbergbahn valley station car park, Gargellen (1423 m), end of the Gargellen valley road. Elevation/km from skiresort.com.",https://www.montafon.at/gargellen/de/besuch-planen/oeffnungszeiten | https://www.montafon.at/gargellen/de/besuch-planen/preise | https://www.montafon.at/gargellen/de | https://www.skiresort.com/en/ski-resort/gargellen/ | https://www.vorarlberg.travel/aktivitaet/betriebszeiten-skigebiete/,low
130,Damüls–Mellau,,AT,Vorarlberg,Damüls–Mellau (Bregenzerwald),Non-glacier,,2026-12-04,Vorarlberg tourism operating-periods page and skiinfo (planned 4 Dec 2026); 2025/26 not found,2050,76,Damuels-Mellau day pass; skiresort 75.8 km + 17.7 km ski routes,72.5,72.5,EUR,estimated_from_2025_26,,47.28669,9.88793,3.5,3.0,"Record snowfall village (approx. 9 m/season) with documented tree/bowl freeride and marked ski routes, but modest altitude; touring limited.",https://www.bergfex.com/damuels/webcams/,200,"2025/26 high-season day ticket 72.50 (bergfex); 2026/27 prices not yet published; official site is JS-only (no data extractable, webcam page 404), bergfex used. Access from Milan via Bregenzerwald (Faschina/Furkajoch pass roads: Furkajoch closed in winter, Faschinajoch open). Input skiresort_url pointed to Espace Diamant; correct page is skiresort.com/en/ski-resort/damuels-mellau/. Base = Uga-Express valley station, Damuels.",https://www.skiresort.com/en/ski-resort/damuels-mellau/ | https://www.bergfex.com/damuels/preise/ | https://www.vorarlberg.travel/aktivitaet/betriebszeiten-skigebiete/ | https://www.skiinfo.de/vorarlberg/saisoneroeffnung-skigebiete | https://www.damuels-mellau.at/,medium
131,Kleinwalsertal,,AT,Vorarlberg,"Oberstdorf–Kleinwalsertal (two-country pass, ~130 km)",Non-glacier,,2026-12-04,"Official OK Bergbahnen opening times 2026/27: Fellhorn/Kanzelwand 4 Dec, Ifen 11 Dec, Walmendingerhorn 24 Dec; 2025/26 not found",2224,130,Oberstdorf-Kleinwalsertal two-country day pass (official 130 km),72.9,72.9,EUR,published_2026_27,,47.35584,10.18486,3.5,3.5,"Good but limited off-piste on Ifen and Kanzelwand (north faces), no major event history; popular Allgaeu touring valley (Hoher Ifen, Widderstein, Walmendinger Horn) with guide offerings.",https://www.ok-bergbahnen.com/service/webcams-livecams/,200,"Two-country day pass 2026/27 adult 72.90 (single published price; 2025/26 was 68.70). 2224 m = Nebelhorn (DE) on the same pass; Kleinwalsertal-side lifts top out lower (Kanzelwand 1967 m, Ifen slightly higher). Road access only via Oberstdorf (Germany), no road link to the rest of Vorarlberg. Base = Kanzelwandbahn valley station, Riezlern. 2025/26 actual opening not found.",https://www.ok-bergbahnen.com/oeffnungszeiten/ | https://www.ok-bergbahnen.com/preisinformationen/preise-tagesskipass-oberstdorf-kleinwalsertal.html | https://www.ok-bergbahnen.com/ | https://www.skiresort.com/en/ski-resort/fellhorn-kanzelwand-oberstdorf-riezlern/ | https://www.vorarlberg.travel/aktivitaet/betriebszeiten-skigebiete/,medium
